Gender,Height,Weight,Age,Bmi,Bmi_class,Goals,Injury,Current_fitness_level,Intensity_level,Bmi_class_Normal weight,Bmi_class_Obese,Bmi_class_Overweight,Bmi_class_Underweight,Goals_Maintain,Goals_Weight gain,Goals_Weight loss,Current_fitness_level_Advance,Current_fitness_level_Beginner,Current_fitness_level_Intermediate
0,1.768133179,77.23183526,23,24.70395045087884,Normal weight,Maintain,0,Beginner,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.655694713,75.61839216,34,27.58461424253722,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.881642747,88.33508133,49,24.94932909792747,Overweight,Maintain,0,Beginner,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.552497552,69.29302952,32,28.74932822791002,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.735368374,93.6173002,26,31.0865663982657,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.62440763,74.72629268,46,28.31935744015787,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.741970371,82.1619324,46,27.076287529928,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.649121386,83.90106765,46,30.85050232848543,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.769361278,95.02060073,40,30.35181975647522,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.806470747,89.49906396,32,27.42563089061134,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.595229634,67.39457703,46,26.48369236511033,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.798609645,91.25817557,30,28.20966612948322,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.766561102,90.33733095,25,28.94742438192445,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.702624999,85.46924677,41,29.48301308726855,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.711883014,80.86176718,23,27.59275487966802,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.762048345,78.65313814,38,25.33263788553969,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.893450265,99.06465665,38,27.63191183603557,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.690539116,78.63348309,41,27.51421111489012,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.708406219,84.49922775,23,28.95145885028978,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.676453333,74.90599673,29,26.65223599467053,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.709004507,92.12506103,37,31.54215579338634,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.725289145,73.32010333,29,24.63197803312,Normal weight,Maintain,0,Advance,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1.677867254,74.58979768,36,26.49501883975516,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.672455689,77.4568512,48,27.69176246431829,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.753392503,77.23815065,44,25.12312019392319,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.786312329,87.30029971,23,27.35904559969481,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.689974765,75.45181769,24,26.41856763643082,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.815384173,89.13422222,41,27.0462706420812,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.7791956,83.27420443,46,26.3065018275411,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.742588533,84.93940674,36,27.9717423725465,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.752155975,80.85370045,40,26.33627650445663,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.874241425,100.8605717,33,28.71245717292585,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.754452904,86.43442765,33,28.08040267135196,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.858977625,92.56408933,37,26.78515770090338,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.744409053,87.16383043,34,28.64439430538285,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.649030639,81.36466751,24,29.92115846750026,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.679228579,87.42203218,30,31.00282463976486,Obese,Weight loss,1,Beginner,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.720827784,76.97971523,24,25.99569789976484,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.824076798,87.44509827,45,26.28144450968331,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.757567722,84.23092795,35,27.26763355917305,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.712145584,85.53020056,29,29.17683036127992,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.774870038,81.48795026,31,25.8678466478062,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.634916859,73.69391495,50,27.5702233465362,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.714321917,83.16724724,21,28.29877082106774,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.857313518,100.4289805,20,29.11311089758622,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.718388252,85.66433766,29,29.01065080145977,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.740866189,86.99451894,26,28.70523521260278,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.796412447,97.17075655,41,30.1108817251337,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.733049284,82.71329803,28,27.53933895100834,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.719510374,74.34915128,33,25.14585544685725,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.872409011,90.00554508,20,25.67247983162783,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.749008311,84.98643346,35,27.78215037484287,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.688437032,79.79472463,34,27.99009952130892,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.7772995,85.54463091,32,27.08142541323424,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.715930486,91.05654922,29,30.92514947308212,Obese,Weight loss,1,Beginner,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.886513047,95.2097473,49,26.75234067546601,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.831187706,91.54769089,39,27.30119560819033,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.767075938,82.9001561,34,26.54880159416109,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.81900151,93.49815533,46,28.25770737131241,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.705322571,77.94873757,35,26.80377757578792,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.737761017,77.69669673,39,25.72897317420988,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.983639001,115.9595623,41,29.47007834279476,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.743526228,81.09605196,38,26.6773533980746,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.778685341,84.51641823,25,26.71424052347861,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.887875972,100.1567925,42,28.10175802470224,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.83468723,91.67218144,50,27.23412896488187,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.718736706,87.56537275,32,29.64242274520688,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.687177727,71.3324662,47,25.05910594706992,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.652809588,81.97574859,31,30.00818607950541,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.756590859,93.65768265,24,30.35303838199357,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.722258367,81.63471572,38,27.52189148319566,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.733267599,87.97452214,31,29.28368181775901,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.842744526,92.34811054,35,27.19554425200073,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.881037004,96.02291035,33,27.13814674834371,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.860218141,91.20172363,40,26.35574491179322,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.850080896,96.23765967,33,28.11665266456813,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.734056894,76.14999042,48,25.32463345057659,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.779827765,93.91685944,37,29.64746783900067,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.822166491,84.28236817,49,25.38403268089853,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.744322065,78.38874597,49,25.76323339317562,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.782629906,83.77475321,45,26.36275422965236,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.700447402,82.70735457,28,28.60340425452564,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.718973547,85.4019928,35,28.9021145438292,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.724754209,76.49791983,26,25.71551337634101,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.706868989,78.67963689,47,27.00610618105107,Overweight,Weight loss,0,Advance,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.701749097,80.7516261,48,27.88433032435472,Overweight,Weight loss,0,Intermediate,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.67715795,78.93797526,48,28.06325563221675,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.722486307,87.10493966,22,29.35832189654431,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.814773978,86.70165881,43,26.32584500579868,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.780018372,85.98456244,38,27.13760494705285,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.872532721,95.33945605,38,27.19028996206817,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.686258741,72.27978504,46,25.41958315436698,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.732184094,86.11107898,22,28.69927583511107,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.734197605,79.89980446,44,26.56736927111068,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.674870394,80.40154863,46,28.66170371661741,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.698549095,77.24442517,38,26.77385685298228,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.68143279,75.25320974,31,26.61742282521072,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.861900183,105.3290899,29,30.38334201926513,Obese,Weight loss,1,Beginner,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.759843436,93.82466805,40,30.29486149455392,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.822955592,90.86460227,26,27.34277266177176,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.616446092,74.03986478,24,28.33630156135777,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.832906908,85.67498069,21,25.50193879919764,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.828886981,94.12341079,50,28.13998876710587,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.731415718,78.66505911,28,26.24092631743854,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.754759888,86.10285076,48,27.96289513347046,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.706590056,77.04799225,39,26.45470388262245,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.615824709,72.91957086,21,27.9290146646525,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.821707178,95.69504768,49,28.83582120444522,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.790071776,87.91716829,24,27.43675854431962,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.850840423,98.56474073,45,28.77289969398844,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.731339696,80.15502553,39,26.74029435086161,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.769853942,92.20726181,33,29.43677785127227,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.600204407,75.08207071,49,29.32144150766539,Overweight,Weight loss,0,Intermediate,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.822660021,96.02605072,31,28.90531673289898,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.819397466,91.38494914,29,27.60701832081653,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.805031887,91.01322433,22,27.93410386632316,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.78092823,85.95597598,43,27.1008704190806,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.789404987,93.65067763,28,29.24782916800024,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.740956754,78.59397806,21,25.93064412154921,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.811885211,100.2821014,21,30.54654285900694,Obese,Weight loss,1,Beginner,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.706399254,77.0201605,24,26.45106204066742,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.856904858,99.67646449,46,28.90768544715331,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.800545761,82.94237992,38,25.58398346735703,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.826523394,89.83166688,37,26.92644261060578,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.868663902,98.239355,42,28.13345759053646,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.772963557,92.18066898,43,29.3251497086864,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.793951481,84.01223429,23,26.10484680179973,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.684393618,67.24069396,46,23.6998180833881,Normal weight,Maintain,1,Beginner,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.784845307,87.21407113,43,27.3769710290088,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.802862651,93.66121272,23,28.81605292877007,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.786006258,82.44417633,28,25.84604111910083,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.816451626,96.47560314,21,29.2394924072076,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.80336668,88.87031508,27,27.32679114911643,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.694064242,70.35327189,50,24.51458517487392,Normal weight,Maintain,0,Beginner,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.84554228,94.10720122,40,27.62961666479176,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.689358465,82.51164447,20,28.91156614709463,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.691090541,74.42949227,27,26.02623433141458,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.694810266,84.04259017,34,29.25885029135073,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.760110401,80.80515636,41,26.08310299838155,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.735407221,80.91301073,23,26.8667764010141,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.67127135,73.48196627,27,26.30793936962603,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.781147103,98.60574829,28,31.08154907320602,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.754231359,86.08011134,42,27.97235810594612,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.801060114,89.44061313,32,27.57264001007028,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.695558288,80.89923471,35,28.13966773963464,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.742173206,80.74617413,44,26.60353165679878,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.802737815,83.89233618,41,25.81410967989635,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.604739581,69.66296285,24,27.05159098120785,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.77554511,100.6338408,50,31.92130421936573,Obese,Weight loss,0,Beginner,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.720439951,79.62101572,33,26.89977675280436,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.805764701,90.1719353,40,27.65343417301081,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.781097184,85.84105329,39,27.05950226454569,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.671019156,75.40906472,39,27.00602698754951,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.81628759,91.84510546,30,27.84112537160382,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.821577292,99.89746075,31,30.10642872826302,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.814945677,96.75128913,48,29.37172807793021,Overweight,Weight loss,0,Advance,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.762398676,77.70124647,42,25.01610378308128,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.781845692,86.87902944,35,27.36369731589402,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.831575116,91.02119307,29,27.13270260992261,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.819158898,94.67379509,23,28.60806715138236,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.757863845,78.35608285,22,25.35725564336938,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.806086536,85.64139919,38,26.25467483843916,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.703538329,85.06734411,32,29.31291812277938,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.93040277,101.7870563,44,27.31471607100476,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
